CustomerID,Age,TenureMonths,MonthlyFee,TotalSpent,PlanType,Region,PaymentMethod,DeviceCount,StreamingHours,SupportTickets,AutoPay,FamilyPlan,Churn
SP-000596,63,54,12.51,633.17,Standard,East,Credit Card,5,24.6,0,No,No,No
SP-000597,51,12,9.43,76.91,Basic,East,Bank Transfer,3,18.7,0,Yes,No,No
SP-000598,62,22,11.02,185.26,Basic,South,Mobile Wallet,1,50.4,0,Yes,No,No
SP-000599,53,13,13.79,47.52,Standard,South,Debit Card,5,17.3,0,No,No,Yes
SP-000600,54,19,11.5,279.98,Basic,North,Debit Card,2,11.4,1,No,Yes,No
SP-000601,53,26,14.93,276.58,Premium,West,PayPal,2,19.3,1,Yes,No,No
SP-000602,62,9,15.08,191.45,Standard,North,Debit Card,1,28.1,0,No,No,Yes
SP-000603,60,1,16.55,147.68,Premium,West,Bank Transfer,5,51.0,2,Yes,No,No
SP-000604,25,31,18.68,532.38,Standard,East,Credit Card,2,10.6,1,No,Yes,No
SP-000605,65,50,16.97,871.75,Premium,East,Credit Card,3,28.2,1,Yes,No,No
SP-000606,48,21,9.25,170.33,Basic,East,Debit Card,2,28.8,0,Yes,No,Yes
SP-000607,36,61,9.38,621.8,Standard,West,Credit Card,5,32.6,1,No,No,Yes
SP-000608,47,26,12.69,258.28,Standard,North,PayPal,4,17.3,1,No,No,No
SP-000609,73,64,11.19,708.25,Premium,West,PayPal,3,32.2,0,No,No,No
SP-000610,66,16,8.44,202.31,Basic,North,Credit Card,2,37.7,1,Yes,Yes,No
SP-000611,65,38,11.22,423.43,Standard,West,Debit Card,4,17.2,0,No,No,No
SP-000612,44,54,11.09,501.14,Standard,South,PayPal,3,25.9,1,Yes,No,No
SP-000613,62,4,10.3,115.7,Basic,West,PayPal,5,20.2,1,Yes,No,No
SP-000614,39,66,11.73,696.42,Premium,North,Debit Card,4,12.6,1,Yes,No,No
SP-000615,57,26,17.7,464.92,Basic,South,Credit Card,1,7.6,1,Yes,No,No
SP-000616,54,35,13.79,517.61,Basic,East,Debit Card,5,14.1,0,Yes,No,No
SP-000617,32,45,22.88,1036.79,Standard,West,Debit Card,1,14.9,0,No,Yes,No
SP-000618,33,46,13.67,781.07,Basic,North,PayPal,2,7.5,0,Yes,No,Yes
SP-000619,21,1,11.83,55.86,Basic,North,Debit Card,3,30.8,0,Yes,No,No
SP-000620,25,62,13.01,794.48,Basic,East,Credit Card,2,39.5,0,Yes,No,No
SP-000621,42,44,14.02,653.04,Basic,North,PayPal,5,19.8,1,No,Yes,No
SP-000622,45,71,14.73,1058.43,Standard,West,Debit Card,5,22.0,0,Yes,No,No
SP-000623,27,33,21.3,705.56,Premium,North,Credit Card,1,15.7,0,Yes,Yes,No
SP-000624,41,44,9.61,437.47,Standard,West,Debit Card,2,21.1,1,No,No,Yes
SP-000625,52,31,16.43,483.28,Basic,East,Mobile Wallet,2,32.4,0,No,No,No
SP-000626,31,64,13.82,897.25,Standard,West,PayPal,4,28.2,2,No,No,No
SP-000627,37,59,6.71,365.56,Premium,North,Credit Card,3,21.0,2,Yes,Yes,No
SP-000628,38,65,16.07,930.78,Standard,South,PayPal,4,14.9,1,No,No,No
SP-000629,46,36,18.06,718.57,Basic,South,Credit Card,1,37.4,1,Yes,No,No
SP-000630,38,56,9.56,501.43,Basic,North,Debit Card,3,16.1,2,No,No,No
SP-000631,60,25,12.95,332.23,Premium,North,Debit Card,2,8.1,0,Yes,No,No
SP-000632,36,33,6.09,155.34,Premium,South,Credit Card,2,24.9,1,Yes,Yes,No
SP-000633,42,54,7.95,385.49,Basic,East,Credit Card,4,4.9,0,Yes,Yes,No
SP-000634,39,5,17.18,23.56,Premium,East,Mobile Wallet,1,27.4,1,No,Yes,No
SP-000635,28,51,11.12,624.02,Basic,North,Credit Card,1,28.9,0,Yes,No,No
SP-000636,57,1,8.55,79.93,Basic,North,PayPal,3,14.0,0,Yes,Yes,No
SP-000637,31,41,13.91,571.87,Standard,East,PayPal,4,15.6,0,Yes,No,Yes
SP-000638,34,34,10.9,338.4,Standard,South,Debit Card,3,40.9,1,No,No,No
SP-000639,63,33,11.11,265.05,Basic,West,Credit Card,1,75.1,0,Yes,No,Yes
SP-000640,72,35,15.95,605.98,Premium,South,Credit Card,4,22.9,1,No,No,No
SP-000641,56,35,8.34,251.31,Premium,South,Credit Card,2,14.3,1,Yes,No,No
SP-000642,70,29,9.37,204.69,Basic,North,Debit Card,4,29.0,0,No,No,Yes
SP-000643,66,32,13.61,437.28,Standard,South,Bank Transfer,2,20.4,0,Yes,No,No
SP-000644,45,40,16.87,654.75,Standard,East,Mobile Wallet,5,27.7,2,Yes,No,No
SP-000645,61,54,17.94,877.68,Standard,South,Credit Card,2,24.9,0,Yes,Yes,No
SP-000646,36,39,10.33,320.03,Premium,East,Credit Card,5,25.4,0,Yes,No,No
SP-000647,44,46,16.74,790.23,Standard,North,Credit Card,2,3.4,0,No,No,No
SP-000648,48,60,9.85,551.66,Basic,East,Bank Transfer,4,15.6,0,No,No,No
SP-000649,72,71,20.29,1471.21,Basic,South,Credit Card,3,14.5,2,Yes,Yes,No
SP-000650,66,7,8.45,67.94,Premium,West,Credit Card,1,14.3,0,Yes,Yes,No
SP-000651,45,51,18.3,996.15,Premium,South,PayPal,1,34.0,0,Yes,Yes,No
SP-000652,55,16,10.36,115.83,Basic,North,Debit Card,3,8.7,0,Yes,No,No
SP-000653,29,14,21.04,308.52,Basic,East,Credit Card,1,3.4,0,No,Yes,No
SP-000654,63,57,15.36,913.82,Standard,North,PayPal,4,14.1,1,No,No,No
SP-000655,49,4,8.93,0.0,Basic,West,Credit Card,1,11.9,0,Yes,No,Yes
SP-000656,48,61,10.9,732.53,Basic,South,Credit Card,3,23.0,0,Yes,Yes,No
SP-000657,61,55,16.11,786.07,Premium,West,Credit Card,2,11.8,0,No,No,Yes
SP-000658,54,71,17.2,1171.22,Premium,East,Credit Card,1,18.3,3,No,Yes,Yes
SP-000659,22,48,12.71,507.86,Premium,South,Bank Transfer,2,16.4,0,No,No,Yes
SP-000660,34,62,13.17,772.39,Standard,East,Debit Card,3,49.4,1,Yes,Yes,No
SP-000661,28,8,16.02,118.88,Basic,North,PayPal,2,12.1,0,Yes,No,No
SP-000662,59,64,13.52,915.17,Premium,North,Credit Card,2,32.7,0,Yes,No,No
SP-000663,20,11,7.82,76.7,Basic,West,PayPal,2,20.9,1,No,Yes,No
SP-000664,29,22,9.74,178.56,Basic,West,Bank Transfer,2,41.5,0,Yes,Yes,Yes
SP-000665,52,9,13.93,32.42,Premium,West,Credit Card,3,59.1,3,No,No,No
SP-000666,57,28,17.85,426.95,Standard,South,Bank Transfer,5,20.7,0,Yes,No,No
SP-000667,46,53,19.45,1049.46,Premium,South,PayPal,3,5.0,1,No,Yes,No
SP-000668,67,19,16.11,358.98,Basic,South,PayPal,3,8.8,0,Yes,No,No
SP-000669,70,59,14.14,809.11,Premium,East,Credit Card,4,7.1,1,No,No,Yes
SP-000670,25,43,15.99,760.23,Standard,East,PayPal,3,15.6,0,Yes,No,No
SP-000671,72,45,10.32,407.4,Standard,West,Debit Card,5,13.8,1,No,No,No
SP-000672,53,67,12.38,806.03,Premium,West,Bank Transfer,3,25.8,1,Yes,No,Yes
SP-000673,54,31,9.69,282.02,Basic,South,Mobile Wallet,2,39.4,0,No,No,No
SP-000674,23,24,8.0,283.76,Standard,East,Credit Card,3,4.5,0,No,No,No
SP-000675,53,71,14.32,1024.74,Standard,East,Mobile Wallet,4,22.1,0,Yes,No,No
SP-000676,59,40,13.73,441.29,Standard,West,Mobile Wallet,2,12.4,0,Yes,No,No
SP-000677,51,44,15.74,749.66,Premium,South,Debit Card,2,22.6,2,Yes,Yes,No
SP-000678,22,21,15.17,429.33,Standard,North,Credit Card,3,15.7,0,Yes,No,No
SP-000679,47,15,13.96,194.42,Basic,South,Credit Card,5,35.2,1,No,Yes,No
SP-000680,71,12,15.22,128.82,Basic,East,Credit Card,2,9.3,0,Yes,Yes,No
SP-000681,59,16,12.82,256.98,Premium,West,Credit Card,3,13.0,0,Yes,No,Yes
SP-000682,25,14,14.64,322.82,Premium,West,Bank Transfer,4,19.7,0,Yes,No,No
SP-000683,72,53,10.09,585.69,Premium,North,Credit Card,4,16.9,0,Yes,Yes,Yes
SP-000684,72,4,14.47,0.0,Basic,East,PayPal,1,19.6,0,Yes,Yes,No
SP-000685,27,45,15.66,749.98,Basic,North,PayPal,2,5.6,1,No,No,Yes
SP-000686,63,68,10.31,725.33,Standard,South,PayPal,5,53.5,0,Yes,No,Yes
SP-000687,41,55,13.2,668.72,Standard,West,Credit Card,5,14.8,0,No,No,No
SP-000688,51,29,10.5,381.83,Basic,West,Debit Card,4,9.8,0,No,No,No
SP-000689,43,4,10.88,69.82,Standard,North,PayPal,1,20.0,1,Yes,No,Yes
SP-000690,62,60,8.49,588.3,Basic,North,Debit Card,3,22.2,1,No,Yes,No
SP-000691,74,0,18.05,0.0,Standard,East,Credit Card,1,68.6,0,Yes,No,Yes
SP-000692,63,49,17.25,869.18,Basic,South,PayPal,2,43.6,0,Yes,No,No
SP-000693,71,48,15.14,673.01,Basic,South,Credit Card,5,16.7,0,Yes,No,Yes
SP-000694,71,13,20.88,286.3,Basic,West,Debit Card,2,61.0,0,No,No,No
SP-000695,23,53,12.23,736.82,Premium,West,Debit Card,1,53.6,0,Yes,Yes,No
SP-000696,32,12,25.12,215.85,Standard,West,Credit Card,4,9.9,0,Yes,No,No
SP-000697,59,16,12.08,111.14,Premium,West,PayPal,4,78.7,0,Yes,No,No
SP-000698,51,58,14.01,869.91,Standard,West,Credit Card,4,15.0,0,Yes,No,No
SP-000699,20,70,11.4,797.15,Basic,East,Mobile Wallet,5,24.1,0,Yes,Yes,No
SP-000700,23,19,14.48,345.4,Basic,West,Mobile Wallet,4,48.4,0,Yes,No,Yes
SP-000701,47,66,16.33,1029.34,Standard,East,Credit Card,4,4.5,1,Yes,No,No
SP-000702,53,65,12.53,817.52,Basic,North,Credit Card,5,19.6,0,No,Yes,No
SP-000703,27,55,20.1,1146.79,Standard,West,Credit Card,2,26.7,0,Yes,No,Yes
SP-000704,27,10,13.95,152.11,Premium,West,Mobile Wallet,3,42.6,0,Yes,Yes,Yes
SP-000705,25,21,14.07,188.15,Premium,South,PayPal,3,21.5,1,Yes,No,No
SP-000706,50,48,9.35,618.16,Basic,South,Credit Card,4,4.6,2,No,No,No
SP-000707,18,71,14.66,1053.6,Standard,East,Debit Card,3,68.3,1,No,Yes,Yes
SP-000708,50,58,12.45,641.67,Basic,East,Credit Card,3,22.0,1,Yes,Yes,No
SP-000709,45,30,10.56,335.65,Basic,East,Debit Card,1,27.5,1,No,Yes,No
SP-000710,44,16,9.88,183.83,Standard,South,Debit Card,4,6.2,0,No,No,Yes
SP-000711,56,69,23.68,1693.56,Standard,West,Credit Card,1,52.1,1,No,No,No
SP-000712,47,19,11.94,282.49,Standard,West,PayPal,3,15.2,0,No,Yes,No
SP-000713,59,24,7.16,159.01,Basic,West,Credit Card,3,12.4,0,No,Yes,No
SP-000714,61,69,10.2,600.48,Premium,East,Debit Card,4,44.8,0,No,No,No
SP-000715,70,40,12.78,538.88,Premium,North,PayPal,3,6.9,0,Yes,Yes,No
SP-000716,63,19,15.18,189.88,Standard,West,Bank Transfer,1,27.7,0,Yes,No,Yes
SP-000717,47,0,15.21,72.91,Premium,North,Debit Card,3,12.1,0,Yes,No,Yes
SP-000718,46,30,15.7,427.03,Basic,North,Mobile Wallet,2,30.0,1,Yes,Yes,Yes
SP-000719,31,70,10.41,766.8,Standard,South,Credit Card,2,35.5,1,No,No,No
SP-000720,52,31,14.35,405.48,Premium,North,Mobile Wallet,2,14.8,1,No,Yes,No
SP-000721,25,50,9.49,444.98,Premium,East,Credit Card,1,50.1,1,No,No,Yes
SP-000722,71,18,10.51,141.12,Premium,South,PayPal,5,22.0,0,No,No,No
SP-000723,66,55,9.32,555.56,Standard,North,Credit Card,2,68.9,2,No,Yes,No
SP-000724,24,55,8.24,415.92,Premium,North,Bank Transfer,3,45.1,1,No,No,No
SP-000725,62,43,17.25,787.86,Standard,North,Bank Transfer,5,23.8,0,Yes,No,No
SP-000726,24,55,15.74,829.99,Basic,East,Debit Card,2,23.7,1,Yes,No,No
SP-000727,59,41,16.9,679.01,Basic,West,Debit Card,5,7.5,0,Yes,Yes,No
SP-000728,22,27,13.15,357.18,Standard,South,Debit Card,3,44.7,0,Yes,No,No
SP-000729,45,53,16.1,862.53,Standard,North,Credit Card,5,13.7,0,Yes,Yes,No
SP-000730,55,60,5.94,300.95,Standard,East,PayPal,3,25.7,0,Yes,Yes,No
SP-000731,59,60,16.44,1028.63,Premium,West,PayPal,1,68.5,0,Yes,Yes,No
SP-000732,41,15,13.7,189.22,Standard,North,Debit Card,5,49.5,1,Yes,No,No
SP-000733,70,48,15.5,776.63,Basic,West,Credit Card,5,10.4,2,No,Yes,Yes
SP-000734,62,0,14.51,0.0,Basic,North,Mobile Wallet,5,22.1,0,Yes,Yes,No
SP-000735,29,41,9.04,405.83,Standard,South,Credit Card,1,27.5,0,No,No,No
SP-000736,56,41,7.0,262.32,Standard,East,PayPal,5,53.5,1,Yes,No,No
SP-000737,59,26,10.14,216.26,Standard,North,Credit Card,2,48.5,0,No,No,No
SP-000738,37,71,15.25,1108.36,Standard,South,Credit Card,5,32.5,0,No,No,Yes
SP-000739,60,63,15.75,962.63,Standard,North,Credit Card,5,30.4,0,No,Yes,No
SP-000740,69,2,7.52,102.57,Standard,North,Credit Card,1,21.8,1,Yes,No,No
SP-000741,64,15,9.07,140.11,Premium,West,PayPal,2,26.9,0,No,No,No
SP-000742,61,14,10.1,58.98,Basic,North,Debit Card,2,18.3,0,Yes,No,No
SP-000743,54,64,11.56,704.71,Standard,North,PayPal,2,37.8,0,Yes,No,Yes
SP-000744,33,37,7.54,219.02,Standard,North,PayPal,3,31.5,0,No,No,Yes
SP-000745,63,52,7.3,443.98,Basic,North,Credit Card,3,43.7,3,Yes,Yes,No
SP-000746,38,58,9.7,609.01,Standard,East,Credit Card,4,42.9,0,Yes,No,No
SP-000747,48,55,13.34,730.04,Standard,West,PayPal,4,13.6,0,No,No,No
SP-000748,35,6,8.27,67.02,Standard,North,PayPal,2,2.6,1,Yes,No,No
SP-000749,35,10,12.53,120.04,Standard,East,Debit Card,1,12.8,1,No,No,No
SP-000750,26,28,17.22,533.78,Basic,South,Credit Card,4,26.8,0,Yes,No,No
SP-000751,72,24,7.78,217.91,Basic,North,PayPal,1,18.3,1,Yes,No,Yes
SP-000752,26,53,12.16,686.48,Basic,East,Credit Card,1,17.8,1,Yes,No,Yes
SP-000753,22,11,17.09,176.48,Basic,North,PayPal,4,12.2,0,Yes,No,No
SP-000754,71,26,11.32,256.43,Standard,East,Credit Card,2,29.4,3,No,Yes,No
SP-000755,49,17,10.7,221.8,Premium,East,PayPal,1,4.7,0,No,No,Yes
SP-000756,42,13,17.64,322.4,Standard,East,Debit Card,2,32.3,1,Yes,Yes,No
SP-000757,60,12,11.77,207.6,Basic,North,PayPal,3,32.7,0,Yes,Yes,No
SP-000758,39,14,17.41,338.64,Basic,South,Credit Card,5,43.0,0,No,No,No
SP-000759,25,40,14.71,598.12,Basic,East,Debit Card,5,121.4,0,Yes,No,No
SP-000760,59,29,11.62,278.78,Standard,West,Credit Card,4,2.2,1,Yes,No,No
SP-000761,28,31,14.91,409.34,Basic,North,PayPal,5,31.7,0,Yes,No,No
SP-000762,49,34,14.27,567.95,Standard,South,Credit Card,3,36.0,0,No,Yes,No
SP-000763,72,53,17.07,792.99,Standard,West,Credit Card,3,12.8,0,Yes,No,No
SP-000764,71,62,10.8,759.89,Standard,South,PayPal,5,19.3,0,Yes,No,No
SP-000765,38,37,13.15,439.29,Basic,South,Credit Card,2,15.3,0,No,Yes,Yes
SP-000766,62,46,12.74,701.44,Basic,West,Credit Card,5,33.1,0,No,Yes,No
SP-000767,52,53,15.81,833.69,Standard,West,PayPal,5,46.1,0,No,Yes,No
SP-000768,45,49,8.89,478.96,Standard,East,PayPal,2,8.5,1,No,No,Yes
SP-000769,25,9,17.06,296.64,Basic,East,Mobile Wallet,4,29.7,0,No,Yes,No
SP-000770,39,70,14.86,1020.39,Premium,East,Credit Card,4,52.4,0,No,No,No
SP-000771,55,11,7.72,64.1,Standard,South,Debit Card,4,13.6,1,No,Yes,No
SP-000772,74,29,17.82,475.09,Standard,West,PayPal,2,1.6,0,Yes,No,No
SP-000773,18,46,21.93,948.67,Basic,North,Credit Card,5,11.1,1,Yes,Yes,No
SP-000774,58,29,17.0,473.21,Basic,North,PayPal,3,10.0,0,No,No,Yes
SP-000775,66,17,18.7,284.61,Basic,East,Credit Card,1,11.6,1,No,No,Yes
SP-000776,72,66,13.33,804.76,Basic,West,Mobile Wallet,1,67.8,0,Yes,No,No
SP-000777,42,5,6.34,19.07,Standard,West,PayPal,4,77.9,1,No,No,No
SP-000778,24,17,5.61,122.36,Standard,East,Debit Card,3,56.8,3,No,No,No
SP-000779,33,71,14.01,940.96,Premium,South,Debit Card,1,18.0,1,Yes,Yes,No
SP-000780,66,52,10.62,542.49,Premium,South,Credit Card,3,58.3,0,No,No,No
SP-000781,68,6,9.33,140.37,Basic,South,Credit Card,3,2.6,1,Yes,Yes,No
SP-000782,54,54,12.74,602.79,Basic,South,PayPal,1,9.6,1,No,No,No
SP-000783,24,69,15.45,1181.95,Standard,South,Debit Card,2,38.4,0,No,No,No
SP-000784,24,7,7.18,9.82,Premium,North,Debit Card,3,14.6,0,No,Yes,No
SP-000785,45,29,11.19,336.56,Premium,South,Credit Card,4,8.5,0,No,Yes,No
SP-000786,51,33,19.03,704.74,Basic,West,PayPal,4,29.1,0,No,Yes,No
SP-000787,19,9,8.69,173.27,Basic,East,Credit Card,1,29.6,0,Yes,No,Yes
SP-000788,57,14,16.47,258.77,Basic,North,Credit Card,4,31.6,2,No,No,Yes
SP-000789,49,12,11.05,90.93,Premium,South,Mobile Wallet,5,34.1,0,Yes,Yes,No
SP-000790,18,13,15.17,150.24,Standard,South,Debit Card,1,28.1,0,Yes,No,No
SP-000791,23,29,17.38,469.53,Standard,South,Debit Card,5,20.6,1,Yes,Yes,No
SP-000792,43,33,15.96,640.04,Standard,East,Bank Transfer,1,23.5,0,Yes,Yes,No
SP-000793,59,17,16.63,259.72,Basic,West,Credit Card,4,38.7,1,Yes,No,No
SP-000794,65,20,8.38,187.02,Standard,East,Mobile Wallet,2,27.4,1,Yes,Yes,No
SP-000795,42,13,17.44,164.09,Basic,South,PayPal,4,15.8,0,Yes,No,No
SP-000796,34,57,9.58,476.68,Standard,North,PayPal,5,12.7,0,Yes,No,No
SP-000797,73,15,14.03,212.03,Standard,North,Credit Card,5,23.3,1,Yes,Yes,Yes
SP-000798,44,65,14.02,891.82,Standard,West,Credit Card,5,52.3,1,Yes,No,No
SP-000799,35,38,14.93,552.24,Basic,East,Debit Card,5,34.4,1,No,Yes,No
SP-000800,43,57,14.34,728.64,Premium,East,Credit Card,2,54.1,0,Yes,No,Yes
SP-000801,18,45,9.61,428.04,Standard,East,Credit Card,3,17.8,1,No,No,No
SP-000802,35,19,7.59,237.17,Basic,West,Debit Card,4,26.0,1,Yes,No,Yes
SP-000803,47,43,16.48,657.46,Basic,West,PayPal,1,28.7,1,No,No,Yes
SP-000804,70,19,13.73,314.72,Standard,North,Credit Card,3,39.9,1,No,No,No
SP-000805,60,8,17.59,0.0,Basic,South,PayPal,3,17.8,0,No,Yes,Yes
SP-000806,62,18,12.81,182.44,Basic,North,Mobile Wallet,5,34.4,0,No,No,Yes
SP-000807,49,19,7.37,25.41,Basic,South,PayPal,1,50.4,0,No,Yes,No
SP-000808,24,9,16.85,225.82,Basic,East,PayPal,1,21.5,0,Yes,No,No
SP-000809,40,1,11.51,64.24,Standard,North,PayPal,1,11.4,1,Yes,No,No
SP-000810,74,67,14.36,900.06,Standard,North,Credit Card,3,51.5,0,Yes,Yes,No
SP-000811,20,36,10.4,391.76,Basic,South,Credit Card,3,36.5,0,No,No,No
SP-000812,68,28,19.57,620.06,Standard,East,Mobile Wallet,3,6.9,2,No,No,Yes
SP-000813,57,66,9.48,707.11,Basic,East,PayPal,2,21.8,1,Yes,No,No
SP-000814,34,16,11.64,161.89,Basic,North,PayPal,2,70.4,1,No,No,No
SP-000815,62,29,13.42,256.65,Basic,North,Bank Transfer,3,32.5,0,Yes,No,Yes
SP-000816,65,60,8.62,463.29,Standard,West,Credit Card,1,23.3,0,No,No,No
SP-000817,20,45,14.31,689.92,Premium,East,Credit Card,4,10.2,1,Yes,Yes,No
SP-000818,24,28,19.44,670.25,Standard,West,PayPal,1,10.2,0,Yes,No,No
SP-000819,55,18,11.03,195.28,Basic,West,Credit Card,4,38.3,0,No,Yes,No
SP-000820,74,2,14.57,0.0,Basic,West,Debit Card,3,11.0,1,Yes,No,No
SP-000821,19,6,4.99,173.9,Basic,East,PayPal,5,28.9,0,No,No,No
SP-000822,55,11,12.83,165.47,Premium,West,PayPal,4,21.4,2,No,No,Yes
SP-000823,25,56,11.74,583.77,Basic,South,Credit Card,3,27.7,0,Yes,No,No
SP-000824,55,46,9.72,439.99,Premium,West,PayPal,4,20.1,0,Yes,No,No
SP-000825,53,31,17.32,596.92,Standard,South,Credit Card,1,31.5,0,Yes,Yes,Yes
SP-000826,23,56,11.69,650.42,Standard,South,Mobile Wallet,1,42.9,0,Yes,Yes,No
SP-000827,56,11,12.28,182.74,Premium,East,Credit Card,3,20.4,0,No,Yes,No
SP-000828,69,15,11.48,75.9,Basic,South,Mobile Wallet,5,40.4,0,Yes,Yes,No
SP-000829,67,28,5.32,62.91,Standard,North,Debit Card,5,55.6,1,Yes,No,No
SP-000830,19,66,8.46,514.27,Basic,West,Debit Card,2,28.7,0,Yes,No,Yes
SP-000831,32,44,16.83,723.59,Premium,South,Debit Card,2,37.7,1,Yes,No,Yes
SP-000832,31,61,4.99,324.43,Standard,West,Credit Card,5,8.5,1,Yes,No,No
SP-000833,43,17,9.92,206.85,Basic,South,Debit Card,3,20.7,0,No,No,No
SP-000834,26,61,11.39,842.76,Premium,West,PayPal,1,6.1,0,Yes,Yes,No
SP-000835,66,5,19.96,55.49,Basic,East,PayPal,2,15.6,0,No,No,Yes
SP-000836,62,16,16.06,238.12,Basic,West,Credit Card,5,20.9,1,Yes,No,No
SP-000837,64,37,10.76,355.48,Standard,West,PayPal,5,74.3,0,Yes,Yes,No
SP-000838,29,3,18.21,119.39,Standard,North,Mobile Wallet,5,12.8,0,Yes,No,Yes
SP-000839,18,61,10.03,679.87,Premium,West,PayPal,1,22.6,0,Yes,No,No
SP-000840,69,62,17.03,1029.0,Standard,West,Debit Card,5,11.0,0,Yes,No,No
SP-000841,34,38,7.55,410.84,Standard,East,Credit Card,1,19.6,0,No,No,No
SP-000842,55,22,17.28,337.63,Basic,West,Mobile Wallet,5,31.9,0,No,No,No
SP-000843,69,7,11.37,141.39,Basic,West,Credit Card,5,35.4,0,Yes,Yes,No
SP-000844,20,44,8.88,477.99,Premium,East,Credit Card,2,17.7,1,Yes,No,No
SP-000845,18,38,12.12,378.87,Basic,South,PayPal,1,14.3,1,No,No,No
SP-000846,18,54,14.1,796.06,Standard,West,Credit Card,4,60.3,0,Yes,Yes,Yes
SP-000847,26,43,11.01,309.93,Basic,North,PayPal,1,16.8,1,No,Yes,No
SP-000848,20,9,15.21,186.34,Basic,East,Credit Card,3,3.2,0,Yes,Yes,No
SP-000849,64,8,10.66,19.18,Standard,West,PayPal,2,50.6,2,No,No,No
SP-000850,52,56,15.47,900.37,Standard,West,Bank Transfer,3,4.1,0,Yes,No,No
SP-000851,73,11,14.76,207.66,Standard,South,Bank Transfer,5,50.6,2,Yes,No,No
SP-000852,63,67,12.75,921.46,Premium,North,Mobile Wallet,5,6.3,0,No,No,No
SP-000853,72,7,11.22,131.95,Basic,South,Mobile Wallet,3,7.5,1,Yes,No,No
SP-000854,31,52,13.6,710.55,Standard,West,Credit Card,2,9.3,1,No,Yes,No
SP-000855,34,70,15.19,1040.47,Basic,East,Bank Transfer,5,15.8,1,No,No,No
SP-000856,66,31,21.24,653.98,Standard,North,Mobile Wallet,3,50.9,0,Yes,No,No
SP-000857,31,4,16.75,0.04,Basic,North,Debit Card,1,9.6,1,Yes,No,No
SP-000858,21,63,16.89,1051.37,Standard,South,Debit Card,5,31.8,0,Yes,No,No
SP-000859,56,13,25.34,311.98,Basic,South,Credit Card,5,27.2,0,Yes,Yes,No
SP-000860,63,37,15.05,509.56,Premium,North,Debit Card,2,24.0,1,No,Yes,Yes
SP-000861,73,70,14.93,940.63,Premium,South,PayPal,1,44.9,1,No,No,No
SP-000862,70,53,15.81,761.31,Premium,South,Debit Card,1,25.5,1,Yes,Yes,No
SP-000863,24,3,8.95,0.0,Basic,North,Debit Card,3,26.9,0,No,No,Yes
SP-000864,62,59,11.21,642.92,Premium,North,Debit Card,2,37.4,0,No,Yes,No
SP-000865,66,11,10.97,142.3,Basic,East,Credit Card,4,16.2,0,No,No,No
SP-000866,57,53,15.58,664.79,Basic,West,Bank Transfer,4,22.7,1,Yes,Yes,No
SP-000867,64,44,12.29,554.96,Basic,West,Credit Card,1,28.7,1,Yes,Yes,No
SP-000868,65,20,13.54,263.45,Basic,East,Credit Card,5,42.1,2,Yes,No,No
SP-000869,43,30,17.34,449.59,Standard,North,Credit Card,1,20.7,0,No,No,No
SP-000870,20,8,16.44,105.65,Basic,West,Mobile Wallet,1,22.4,0,No,No,No
SP-000871,44,71,12.34,939.19,Basic,West,Mobile Wallet,4,31.3,0,No,No,No
SP-000872,29,17,10.31,116.82,Standard,South,Credit Card,4,20.9,1,Yes,No,No
SP-000873,24,22,17.53,390.39,Premium,South,Credit Card,5,13.1,0,No,No,No
SP-000874,25,36,16.09,600.04,Standard,North,Debit Card,3,37.4,1,No,No,No
SP-000875,57,48,6.56,265.55,Standard,West,Credit Card,3,25.6,0,Yes,Yes,No
SP-000876,46,36,11.74,483.14,Basic,West,PayPal,4,17.1,1,Yes,No,No
SP-000877,48,36,13.65,515.63,Premium,North,Credit Card,4,9.3,0,Yes,Yes,Yes
SP-000878,60,41,16.11,645.4,Basic,East,Debit Card,4,4.2,0,Yes,Yes,No
SP-000879,49,61,16.63,1156.22,Basic,South,Credit Card,2,32.4,0,Yes,Yes,Yes
SP-000880,53,28,14.13,456.39,Basic,East,Debit Card,5,12.8,0,Yes,No,Yes
SP-000881,22,59,15.33,803.3,Standard,North,Debit Card,2,5.9,0,Yes,Yes,No
SP-000882,66,56,13.25,718.65,Basic,West,Credit Card,2,11.6,1,No,No,No
SP-000883,43,69,10.29,858.01,Standard,South,Credit Card,2,28.6,0,No,No,Yes
SP-000884,26,65,11.94,717.17,Basic,West,Credit Card,2,12.7,0,No,Yes,No
SP-000885,64,57,13.07,748.97,Standard,North,Credit Card,2,29.0,0,No,No,No
SP-000886,59,17,12.85,292.31,Standard,East,Bank Transfer,3,14.9,0,Yes,Yes,No
SP-000887,21,55,5.45,338.89,Basic,South,Credit Card,4,22.6,0,No,Yes,No
SP-000888,29,53,11.4,651.99,Basic,West,Credit Card,3,24.0,0,Yes,No,No
SP-000889,18,20,13.21,308.46,Standard,East,Credit Card,5,36.1,0,No,No,No
SP-000890,33,48,11.86,570.8,Standard,East,PayPal,3,36.8,1,No,Yes,No
SP-000891,23,18,12.0,168.46,Basic,North,Mobile Wallet,3,23.1,1,No,No,No
SP-000892,58,37,14.94,578.87,Standard,East,PayPal,1,10.7,1,Yes,No,No
SP-000893,47,57,8.67,470.02,Basic,North,PayPal,5,48.1,2,Yes,No,No
SP-000894,73,13,6.48,55.36,Basic,South,PayPal,1,16.9,0,Yes,No,Yes
